source_row_number,transaction_id,item,quantity,price_per_unit,total_spent,payment_method,location,transaction_date,transaction_month,weekday_name,day_type,province,duplicate_transaction_id_flag,missing_date_flag,item_imputed_flag,quantity_repaired_flag,price_per_unit_repaired_flag,total_spent_repaired_flag,unknown_payment_flag,unknown_location_flag,unknown_province_flag,revenue_mismatch_flag,item_price_mismatch_flag
5301,TXN_6313394,Coffee,3,3.5,10.5,Cash,In-store,2023-01-17,2023-01,Tuesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5302,TXN_9509740,Sandwich,1,8.0,8.0,Cash,In-store,2023-06-15,2023-06,Thursday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
5303,TXN_7735039,Tea,3,3.0,9.0,Digital Wallet,In-store,2023-10-09,2023-10,Monday,Weekday,British Columbia,False,False,True,False,False,False,False,False,False,False,False
5304,TXN_8754027,Salad,2,9.0,18.0,Digital Wallet,In-store,2023-12-12,2023-12,Tuesday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
5305,TXN_2294683,Coffee,3,3.5,10.5,Cash,In-store,2023-10-24,2023-10,Tuesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
5306,TXN_5262375,Coffee,2,3.5,7.0,Credit Card,Takeaway,2023-05-16,2023-05,Tuesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5307,TXN_5851339,Salad,1,9.0,9.0,Cash,In-store,2023-01-18,2023-01,Wednesday,Weekday,Unknown Province,False,False,False,False,False,False,False,False,True,False,False
5308,TXN_3838906,Coffee,3,3.5,10.5,Cash,Takeaway,2023-07-24,2023-07,Monday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
5309,TXN_4484544,Coffee,3,3.5,10.5,Credit Card,In-store,2023-03-24,2023-03,Friday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5310,TXN_1628091,Coffee,5,3.5,17.5,Cash,In-store,2023-06-15,2023-06,Thursday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
5311,TXN_1129411,Juice,1,4.5,4.5,Credit Card,In-store,2023-06-13,2023-06,Tuesday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
5312,TXN_9190249,Cookie,2,2.5,5.0,Cash,In-store,2023-02-08,2023-02,Wednesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
5313,TXN_8022240,Tea,2,3.0,6.0,Cash,In-store,2023-05-02,2023-05,Tuesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5314,TXN_8298146,Cookie,2,2.5,5.0,Credit Card,In-store,2023-07-27,2023-07,Thursday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
5315,TXN_7764673,Sandwich,5,8.0,40.0,Cash,Takeaway,2023-08-12,2023-08,Saturday,Weekend,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
5316,TXN_8766921,Refresher,2,5.0,10.0,Credit Card,Takeaway,2023-08-21,2023-08,Monday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
5317,TXN_9496525,Coffee,2,3.5,7.0,Credit Card,In-store,2023-03-21,2023-03,Tuesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
5318,TXN_8992124,Salad,1,9.0,9.0,Credit Card,In-store,2023-10-04,2023-10,Wednesday,Weekday,Unknown Province,False,False,False,False,False,False,False,False,True,False,False
5319,TXN_7686796,Coffee,1,3.5,3.5,Credit Card,In-store,2023-09-24,2023-09,Sunday,Weekend,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5320,TXN_9140108,Tea,1,3.0,3.0,Digital Wallet,In-store,2023-11-09,2023-11,Thursday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5321,TXN_2447452,Tea,1,3.0,3.0,Cash,In-store,2023-06-07,2023-06,Wednesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5322,TXN_3315015,Cookie,1,2.5,2.5,Credit Card,Unknown Location,2023-10-28,2023-10,Saturday,Weekend,Saskatchewan,False,False,False,False,False,False,False,True,False,False,False
5323,TXN_4592407,Sandwich,1,8.0,8.0,Digital Wallet,In-store,2023-04-28,2023-04,Friday,Weekday,Unknown Province,False,False,False,False,False,False,False,False,True,False,False
5324,TXN_7933956,Donut,2,2.0,4.0,Cash,In-store,2023-12-25,2023-12,Monday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
5325,TXN_9805851,Cookie,2,2.5,5.0,Credit Card,In-store,2023-10-12,2023-10,Thursday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
5326,TXN_3934849,Sandwich,3,8.0,24.0,Cash,In-store,2023-12-07,2023-12,Thursday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
5327,TXN_9219237,Cookie,2,2.5,5.0,Cash,In-store,2023-03-30,2023-03,Thursday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5328,TXN_2488561,Tea,2,3.0,6.0,Cash,In-store,2023-08-29,2023-08,Tuesday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
5329,TXN_5578728,Tea,1,3.0,3.0,Cash,In-store,2023-01-31,2023-01,Tuesday,Weekday,Unknown Province,False,False,False,False,False,False,False,False,True,False,False
5330,TXN_6037705,Coffee,3,3.5,10.5,Credit Card,In-store,2023-03-31,2023-03,Friday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5331,TXN_7766556,Tea,1,3.0,3.0,Digital Wallet,In-store,2023-11-12,2023-11,Sunday,Weekend,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
5332,TXN_7049561,Cookie,5,2.5,12.5,Credit Card,Unknown Location,2023-10-18,2023-10,Wednesday,Weekday,British Columbia,False,False,False,False,False,False,False,True,False,False,False
5333,TXN_7286745,Sandwich,2,8.0,16.0,Cash,In-store,2023-02-22,2023-02,Wednesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5334,TXN_3011989,Salad,1,9.0,9.0,Digital Wallet,In-store,2023-08-20,2023-08,Sunday,Weekend,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
5335,TXN_5913593,Coffee,1,3.5,3.5,Credit Card,In-store,2023-11-29,2023-11,Wednesday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
5336,TXN_4565465,Sandwich,1,8.0,8.0,Cash,In-store,2023-01-16,2023-01,Monday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
5337,TXN_7656780,Donut,1,2.0,2.0,Digital Wallet,In-store,2023-06-22,2023-06,Thursday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
5338,TXN_9839876,Refresher,1,5.0,5.0,Digital Wallet,In-store,2023-09-19,2023-09,Tuesday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
5339,TXN_2917982,Tea,2,3.0,6.0,Cash,In-store,2023-01-15,2023-01,Sunday,Weekend,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
5340,TXN_7649616,Sandwich,1,8.0,8.0,Cash,Takeaway,2023-03-04,2023-03,Saturday,Weekend,Manitoba,False,False,False,False,False,False,False,False,False,False,False
5341,TXN_4231713,Cookie,2,2.5,5.0,Unknown Payment,Unknown Location,2023-05-01,2023-05,Monday,Weekday,Saskatchewan,False,False,False,False,False,False,True,True,False,False,False
5342,TXN_2240597,Juice,3,4.5,13.5,Cash,In-store,2023-04-17,2023-04,Monday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5343,TXN_1253636,Tea,2,3.0,6.0,Unknown Payment,In-store,2023-01-16,2023-01,Monday,Weekday,Saskatchewan,False,False,False,False,False,False,True,False,False,False,False
5344,TXN_8636983,Tea,1,3.0,3.0,Credit Card,In-store,2023-11-05,2023-11,Sunday,Weekend,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5345,TXN_5806523,Donut,1,2.0,2.0,Digital Wallet,In-store,2023-08-07,2023-08,Monday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5346,TXN_1343200,Tea,1,3.0,3.0,Credit Card,In-store,2023-10-09,2023-10,Monday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
5347,TXN_9427816,Sandwich,3,8.0,24.0,Credit Card,In-store,2023-02-16,2023-02,Thursday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
5348,TXN_7982496,Juice,2,4.5,9.0,Cash,In-store,2023-02-13,2023-02,Monday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
5349,TXN_2105010,Coffee,2,3.5,7.0,Credit Card,Takeaway,2023-09-27,2023-09,Wednesday,Weekday,Unknown Province,False,False,False,False,False,False,False,False,True,False,False
5350,TXN_4035691,Donut,1,2.0,2.0,Cash,Unknown Location,2023-12-24,2023-12,Sunday,Weekend,Unknown Province,False,False,False,False,False,False,False,True,True,False,False
5351,TXN_6543665,Refresher,1,5.0,5.0,Credit Card,Takeaway,2023-08-02,2023-08,Wednesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
5352,TXN_9591427,Coffee,3,3.5,10.5,Credit Card,Takeaway,2023-07-17,2023-07,Monday,Weekday,Unknown Province,False,False,False,False,False,False,False,False,True,False,False
5353,TXN_6855883,Tea,2,3.0,6.0,Credit Card,In-store,2023-01-10,2023-01,Tuesday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
5354,TXN_9737974,Salad,4,9.0,36.0,Digital Wallet,Takeaway,2023-04-17,2023-04,Monday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5355,TXN_3435130,Juice,5,4.5,22.5,Cash,In-store,2023-10-16,2023-10,Monday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5356,TXN_3608392,Donut,3,2.0,6.0,Digital Wallet,Takeaway,2023-05-09,2023-05,Tuesday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
5357,TXN_4403437,Coffee,1,3.5,3.5,Credit Card,Unknown Location,2023-09-14,2023-09,Thursday,Weekday,British Columbia,False,False,False,False,False,False,False,True,False,False,False
5358,TXN_9405772,Coffee,1,3.5,3.5,Credit Card,In-store,2023-07-21,2023-07,Friday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
5359,TXN_2979524,Sandwich,1,8.0,8.0,Digital Wallet,Takeaway,2023-09-01,2023-09,Friday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
5360,TXN_5099582,Coffee,5,3.5,17.5,Credit Card,In-store,2023-06-29,2023-06,Thursday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
5361,TXN_5706356,Coffee,1,3.5,3.5,Credit Card,In-store,2023-04-21,2023-04,Friday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
5362,TXN_4293244,Juice,2,4.5,9.0,Digital Wallet,Takeaway,2023-06-02,2023-06,Friday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
5363,TXN_8889739,Cookie,4,2.5,10.0,Cash,In-store,2023-12-22,2023-12,Friday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
5364,TXN_1001408,Salad,3,9.0,27.0,Credit Card,Takeaway,2023-02-17,2023-02,Friday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5365,TXN_3528674,Coffee,2,3.5,7.0,Credit Card,In-store,2023-05-24,2023-05,Wednesday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
5366,TXN_8553842,Coffee,1,3.5,3.5,Credit Card,In-store,2023-11-14,2023-11,Tuesday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
5367,TXN_1836164,Salad,1,9.0,9.0,Credit Card,Takeaway,2023-03-30,2023-03,Thursday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
5368,TXN_5254880,Cookie,2,2.5,5.0,Cash,Takeaway,2023-03-16,2023-03,Thursday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5369,TXN_7867264,Salad,4,9.0,36.0,Credit Card,In-store,2023-09-23,2023-09,Saturday,Weekend,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5370,TXN_4029596,Refresher,4,5.0,20.0,Credit Card,In-store,2023-08-29,2023-08,Tuesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
5371,TXN_2198871,Salad,1,9.0,9.0,Unknown Payment,In-store,2023-04-12,2023-04,Wednesday,Weekday,British Columbia,False,False,False,False,False,False,True,False,False,False,False
5372,TXN_8102984,Sandwich,1,8.0,8.0,Cash,In-store,2023-07-10,2023-07,Monday,Weekday,British Columbia,False,False,True,False,False,False,False,False,False,False,False
5373,TXN_5893090,Coffee,2,3.5,7.0,Digital Wallet,In-store,2023-01-06,2023-01,Friday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
5374,TXN_2752719,Sandwich,2,8.0,16.0,Credit Card,Takeaway,2023-08-04,2023-08,Friday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
5375,TXN_8307591,Sandwich,1,8.0,8.0,Cash,Takeaway,2023-10-09,2023-10,Monday,Weekday,Newfoundland and Labrador,False,False,True,False,False,False,False,False,False,False,False
5376,TXN_4023382,Tea,1,3.0,3.0,Cash,Unknown Location,2023-04-13,2023-04,Thursday,Weekday,Manitoba,False,False,False,False,False,False,False,True,False,False,False
5377,TXN_1602557,Cookie,4,2.5,10.0,Cash,In-store,2023-02-11,2023-02,Saturday,Weekend,Manitoba,False,False,False,False,False,False,False,False,False,False,False
5378,TXN_1974318,Coffee,4,3.5,14.0,Cash,In-store,2023-03-07,2023-03,Tuesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5379,TXN_1911546,Cookie,2,2.5,5.0,Credit Card,In-store,2023-10-25,2023-10,Wednesday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
5380,TXN_1254554,Coffee,2,3.5,7.0,Digital Wallet,Takeaway,,,,,Unknown Province,False,True,False,False,False,False,False,False,True,False,False
5381,TXN_3889436,Sandwich,1,8.0,8.0,Credit Card,In-store,2023-06-01,2023-06,Thursday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5382,TXN_5888894,Salad,3,9.0,27.0,Credit Card,In-store,2023-11-22,2023-11,Wednesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
5383,TXN_5287754,Coffee,1,3.5,3.5,Digital Wallet,Takeaway,2023-03-15,2023-03,Wednesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5384,TXN_9048214,Donut,1,2.0,2.0,Cash,In-store,2023-10-19,2023-10,Thursday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
5385,TXN_8156931,Coffee,1,3.5,3.5,Credit Card,In-store,2023-09-16,2023-09,Saturday,Weekend,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
5386,TXN_5633936,Salad,1,9.0,9.0,Digital Wallet,In-store,2023-02-03,2023-02,Friday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5387,TXN_4661642,Cookie,3,2.5,7.5,Digital Wallet,Takeaway,2023-11-21,2023-11,Tuesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5388,TXN_2379847,Refresher,5,5.0,25.0,Digital Wallet,Takeaway,2023-04-14,2023-04,Friday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
5389,TXN_8180377,Refresher,2,5.0,10.0,Credit Card,Takeaway,2023-07-04,2023-07,Tuesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5390,TXN_6298684,Sandwich,3,8.0,24.0,Credit Card,In-store,2023-11-19,2023-11,Sunday,Weekend,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
5391,TXN_2858291,Coffee,1,3.5,3.5,Cash,In-store,2023-11-01,2023-11,Wednesday,Weekday,Unknown Province,False,False,False,False,False,False,False,False,True,False,False
5392,TXN_5127687,Coffee,2,3.5,7.0,Unknown Payment,In-store,2023-11-28,2023-11,Tuesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,True,False,False,False,False
5393,TXN_3842566,Tea,3,3.0,9.0,Cash,Takeaway,2023-02-02,2023-02,Thursday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
5394,TXN_1256033,Cookie,2,2.5,5.0,Credit Card,In-store,2023-06-06,2023-06,Tuesday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
5395,TXN_9746828,Juice,1,4.5,4.5,Cash,In-store,2023-07-21,2023-07,Friday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5396,TXN_7868067,Coffee,3,3.5,10.5,Cash,In-store,2023-09-01,2023-09,Friday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5397,TXN_6907838,Coffee,1,3.5,3.5,Digital Wallet,In-store,2023-06-22,2023-06,Thursday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5398,TXN_5434427,Donut,1,2.0,2.0,Cash,Takeaway,2023-10-16,2023-10,Monday,Weekday,Saskatchewan,False,False,False,False,False,False,False,False,False,False,False
5399,TXN_2304824,Coffee,2,3.5,7.0,Credit Card,Unknown Location,2023-06-23,2023-06,Friday,Weekday,British Columbia,False,False,False,False,False,False,False,True,False,False,False
5400,TXN_9952126,Cookie,1,2.5,2.5,Digital Wallet,Takeaway,2023-09-04,2023-09,Monday,Weekday,Newfoundland and Labrador,False,False,False,False,False,False,False,False,False,False,False
5401,TXN_5480564,Cookie,2,2.5,5.0,Digital Wallet,Takeaway,2023-07-05,2023-07,Wednesday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
5402,TXN_5996706,Cookie,2,2.5,5.0,Unknown Payment,Takeaway,2023-10-09,2023-10,Monday,Weekday,Saskatchewan,False,False,False,False,False,False,True,False,False,False,False
5403,TXN_8100482,Coffee,1,3.5,3.5,Digital Wallet,Takeaway,2023-06-15,2023-06,Thursday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
5404,TXN_8480477,Refresher,4,5.0,20.0,Credit Card,In-store,2023-05-15,2023-05,Monday,Weekday,Manitoba,False,False,False,False,False,False,False,False,False,False,False
5405,TXN_4693114,Coffee,3,3.5,10.5,Credit Card,Takeaway,2023-04-04,2023-04,Tuesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
5406,TXN_8977839,Coffee,1,3.5,3.5,Credit Card,In-store,2023-12-05,2023-12,Tuesday,Weekday,British Columbia,False,False,False,False,False,False,False,False,False,False,False
